OBJECTID,solute,beta_drought_like,beta_non_drought_highflow,beta_normal,beta_post_drought_rewetting,alpha_drought_like,alpha_non_drought_highflow,alpha_normal,alpha_post_drought_rewetting,n_obs_drought_like,n_obs_non_drought_highflow,n_obs_normal,n_obs_post_drought_rewetting,cv_c_drought_like,cv_c_non_drought_highflow,cv_c_normal,cv_c_post_drought_rewetting,cv_q_drought_like,cv_q_non_drought_highflow,cv_q_normal,cv_q_post_drought_rewetting,cv_ratio_drought_like,cv_ratio_non_drought_highflow,cv_ratio_normal,cv_ratio_post_drought_rewetting,delta_beta_drought_like,delta_cv_ratio_drought_like,delta_beta_post_drought_rewetting,delta_cv_ratio_post_drought_rewetting,delta_beta_non_drought_highflow,delta_cv_ratio_non_drought_highflow
368,PO4P,-0.5373595750285852,-0.11775179241001572,-0.31853893538761985,-0.6256609194626913,-2.5185141049284425,-4.069579569078783,-3.168154293884455,-1.9575410806500924,96.0,89.0,237.0,22.0,0.8574868441417565,0.7673104580889839,0.8179595326278227,0.7565287369136681,0.35190098231377664,0.3409629218330338,0.376853274498991,0.38755150354314494,2.436727622934477,2.2504219929952627,2.170498674093418,1.9520727696762659,-0.21882063964096538,0.2662289488410594,-0.30712198407507146,-0.21842590441715193,0.20078714297760414,0.0799233189018449
370,NO3N,-0.2752423626872901,-0.44426202878236287,-0.3677444896028803,-0.4133662273454101,0.9013644605553432,2.0973768873632044,1.518261476115648,1.859369968231594,96.0,87.0,239.0,22.0,0.20753357124777783,0.2224624980971997,0.21947116141249,0.2094454968340358,0.4156912313696985,0.3590639161110758,0.40991588668710527,0.48869799204877695,0.499249336013071,0.6195623901912252,0.5354053564164872,0.42857859095343087,0.09250212691559023,-0.036156020403416256,-0.04562173774252981,-0.10682676546305636,-0.07651753917948256,0.08415703377473793
370,PO4P,-0.7691415181302728,-0.47139484716753954,-0.498693254295119,-0.7603010562852638,-0.10417928652539477,-1.54446486861471,-1.4726308468813576,0.08766070618504873,96.0,87.0,239.0,22.0,0.6661349874825151,0.6119883804118031,0.6466335762606273,0.7112995275916334,0.4156912313696985,0.3590639161110758,0.40991588668710527,0.48869799204877695,1.6024754366061726,1.7043995593878767,1.5774786907788527,1.455499181835473,-0.27044826383515375,0.02499674582731992,-0.2616078019901448,-0.12197950894337972,0.02729840712757947,0.12692086860902396
372,NO3N,0.7889868117243443,0.15687627109260474,0.6068515821040138,0.3205087995200298,1.3625236805296608,0.06735666435913237,0.787854386812244,0.2713461362503962,96.0,90.0,233.0,25.0,0.2628219346468698,0.27118357677943355,0.25528449912182166,0.25209774801293405,0.19712958887580576,0.7510935675978752,0.22979310897801933,0.3356178688712406,1.333244472053615,0.3610516565156119,1.1109319172240308,0.7511451903940521,0.18213522962033046,0.22231255482958412,-0.286342782583984,-0.3597867268299787,-0.4499753110114091,-0.749880260708419
372,PO4P,0.771839310139541,-0.19207003560243957,0.4939340461334739,0.3160793606421687,-2.625850338293767,-3.7788274682236933,-3.045691260454895,-3.5765373207747317,96.0,90.0,233.0,25.0,0.7636985936422614,0.7001071768926564,0.7044996675481111,0.6044909133319311,0.19712958887580576,0.7510935675978752,0.22979310897801933,0.3356178688712406,3.874094183412525,0.9321171250763313,3.0657998000083606,1.8011285137021213,0.2779052640060671,0.8082943834041645,-0.17785468549130523,-1.2646712863062393,-0.6860040817359134,-2.1336826749320292
373,NO3N,1.457615307253414,0.4355046736283724,0.807489396653865,0.626441269402622,-1.1918770896492958,0.24399876945970522,-0.358535940806028,-0.19996174853923376,83.0,74.0,206.0,21.0,0.4873513396117266,0.22690572351979715,0.3199389639771599,0.3057896450458497,0.3028627475200149,0.44256417026861994,0.346165798653003,0.319766021617862,1.6091491726942073,0.5127069445817853,0.9242362047958038,0.9562918645911828,0.6501259105995489,0.6849129678984035,-0.18104812725124297,0.032055659795378943,-0.37198472302549257,-0.4115292602140185
373,PO4P,0.731259365404257,0.17740662645905783,0.24256987042100642,0.08245122654415543,-4.038887954615711,-2.545912110977328,-2.864223565557401,-2.557293805350502,84.0,77.0,212.0,21.0,0.6477508951811496,0.40816207251679026,0.5099089978175192,0.3404725189385673,0.30170093913338497,0.46862781360273525,0.3464708078302404,0.319766021617862,2.1469966153959255,0.8709727862264638,1.471722830015042,1.0647551519574856,0.48868949498325054,0.6752737853808835,-0.16011864387685099,-0.4069676780575564,-0.06516324396194859,-0.6007500437885782
374,NO3N,-0.8098548174099041,-0.677243367140584,-0.7053831457144231,-0.7420939726275574,5.161122616893042,4.756289617942391,4.715024737889371,5.11595358513991,96.0,86.0,239.0,23.0,0.3043923082696393,0.28580086863497706,0.30147192509751497,0.35211874950514266,0.3336276740422782,0.3063637930871122,0.33614313284052993,0.40672297657654854,0.9123712807801007,0.9328806963612432,0.8968558201679421,0.8657459002414413,-0.104471671695481,0.015515460612158583,-0.03671082691313432,-0.031109919926500806,0.02813977857383909,0.03602487619330108
374,PO4P,-1.45684919103653,-0.4327786880884131,-0.5664810825316801,-0.8870936829743664,5.221312494820539,-0.8644901096534054,-0.11335607884028631,2.230251167396854,96.0,86.0,239.0,23.0,0.9402580216892017,0.7739235560169935,0.7911723717076329,0.8603313980030555,0.3336276740422782,0.3063637930871122,0.33614313284052993,0.40672297657654854,2.818285456649647,2.526158682847141,2.3536770334171124,2.1152761155629825,-0.8903681085048499,0.4646084232325345,-0.32061260044268636,-0.23840091785412998,0.13370239444326698,0.17248164943002875
375,NO3N,-0.8203906601868189,-0.28739949354454775,-0.642651889166915,-0.7612461065932089,6.155219212216587,2.837382897190567,5.227956183700301,6.275367513863911,50.0,48.0,132.0,12.0,0.31600833694390984,0.31007842577743716,0.3219163898959188,0.3235206511579427,0.22766986307380938,0.23520066472248055,0.23304281603190108,0.2555021140162699,1.388011275086776,1.3183569278739362,1.3813615685619414,1.2662151638296877,-0.17773877101990398,0.006649706524834542,-0.11859421742629395,-0.11514640473225368,0.3552523956223672,-0.06300464068800515
375,PO4P,-1.1323125774549445,-0.7280122552622071,-0.9598085317895217,-0.8335989006938389,3.837567073818769,2.149933966243118,3.268239770969532,2.6240134096757433,50.0,48.0,132.0,12.0,0.4289807463216861,0.3941643625223391,0.3975876709057967,0.370016474443731,0.22766986307380938,0.23520066472248055,0.23304281603190108,0.2555021140162699,1.8842227975628587,1.6758641519462711,1.706071346354531,1.4481933970228091,-0.17250404566542277,0.17815145120832776,0.12620963109568284,-0.2578779493317218,0.2317962765273146,-0.030207194408259808
376,NO3N,0.18913790673435613,0.103723789144948,0.10638423727726597,0.019430379118052732,1.1441288473396254,1.1080401128201554,1.2427892037381336,1.4378326893691193,96.0,91.0,232.0,15.0,0.16151692535357481,0.12100832368992351,0.12846960083827216,0.09703165219528391,0.4676026503746344,0.5183140493769319,0.5526413612353318,0.7251525130187478,0.34541490563445376,0.23346525882404356,0.23246468659367286,0.1338086132961871,0.08275366945709016,0.1129502190407809,-0.08695385815921323,-0.09865607329748577,-0.002660448132317972,0.0010005722303706999
376,PO4P,-0.5933656581836775,-0.44245047793886694,-0.46659459782495255,-0.5769585367832013,-0.7683086438360698,-0.7665218458015879,-0.8591332739991278,-0.4129044815931968,96.0,91.0,232.0,15.0,0.7484590869186458,0.6354091650359855,0.6222896089386126,0.5569712812734241,0.4676026503746344,0.5183140493769319,0.5526413612353318,0.7251525130187478,1.6006305488623611,1.225915380452863,1.126027931654617,0.7680746757048394,-0.12677106035872493,0.4746026172077442,-0.11036393895824875,-0.35795325594977745,0.024144119886085613,0.09988744879824618
377,NO3N,0.1956087765093001,0.13015431095017294,0.08874890131941612,0.16310098862410594,0.7975966430234761,0.6928041017453059,0.9278042089168952,0.6428602011974832,96.0,89.0,240.0,19.0,0.2899920147661123,0.1625411285636651,0.1752837648642689,0.20556636228053865,0.767244045113921,0.5826858253251894,0.7690669774374609,0.7431605763943996,0.37796580711558875,0.2789515747580662,0.22791742462836748,0.27661096243545,0.10685987518988396,0.15004838248722127,0.07435208730468981,0.04869353780708255,0.04140540963075681,0.051034150129698724
377,PO4P,-0.34286185188175866,-0.5401933064276294,-0.50782584441711,-0.33335603934494085,-1.5629411804154283,-0.7860043053179475,-1.0614572282063073,-1.4157314666592655,96.0,89.0,240.0,19.0,0.7306151992824087,0.6741198872405777,0.7403779799950668,0.7474487018544892,0.767244045113921,0.5826858253251894,0.7690669774374609,0.7431605763943996,0.9522591982762492,1.156918287594108,0.9626963602858283,1.0057701196703603,0.16496399253535132,-0.010437162009579115,0.17446980507216914,0.04307375938453206,-0.03236746201051943,0.1942219273082797
378,NO3N,0.17923636200108944,0.13615469359752733,0.1458423181379019,0.15587104420750325,1.3284219410166052,1.166321248668092,1.2706402158758376,1.1889840741483109,85.0,79.0,205.0,15.0,0.13240795033457964,0.14229752731438547,0.12773664688460637,0.13701433336251198,0.49065031073703946,0.567965708348823,0.6105601945831182,0.5955041805549944,0.2698621552601905,0.250538941387975,0.20921220875170735,0.23008122837159292,0.033394043863187534,0.06064994650848313,0.01002872606960134,0.020869019619885576,-0.009687624540374584,0.041326732636267655
378,PO4P,-0.5929683182966974,-0.42384916126694006,-0.4639809940896243,-0.3135457395565575,-0.7523548097259517,-0.5365696773223303,-0.7346429902280992,-0.8621632739251147,85.0,79.0,205.0,15.0,0.879418026225876,0.7728571279498676,0.8958669321596774,0.9033419703592269,0.49065031073703946,0.567965708348823,0.6105601945831182,0.5955041805549944,1.7923519194451174,1.3607461094732292,1.467286829550627,1.5169364042370546,-0.1289873242070731,0.32506508989449046,0.15043525453306678,0.04964957468642761,0.04013183282268423,-0.10654072007739779
380,NO3N,0.07177602125102757,0.34372321341768935,-0.007324814681676617,0.09117121243395486,1.6802473533049316,0.5326844439885903,1.6724912518603,1.533860011321846,96.0,91.0,242.0,15.0,0.1226917435937324,0.1959558082579867,0.19651911899296423,0.14108790357876877,0.2267009579857753,0.3540230019709908,0.20098657422793784,0.2648893042265949,0.5412052277319044,0.5535115152603661,0.9777723698603515,0.5326296733297982,0.07910083593270419,-0.43656714212844716,0.09849602711563148,-0.4451426965305534,0.35104802809936597,-0.4242608545999854
380,PO4P,-1.2108827412899987,0.3589056135947486,-0.7846299472830343,-0.17344546017809787,1.511832623224122,-2.9181264468143047,0.3386041834843265,-0.8197517560688576,96.0,91.0,242.0,15.0,0.7061025522865252,0.6531647146508203,0.8271871855988263,0.7098802850515296,0.2267009579857753,0.3540230019709908,0.20098657422793784,0.2648893042265949,3.114687112750669,1.8449781822491342,4.11563403563821,2.67991298147801,-0.4262527940069645,-1.000946922887541,0.6111844871049363,-1.4357210541602,1.1435355608777829,-2.2706558533890755
381,NO3N,0.34715892569024104,0.09955636020048376,0.19766273028692177,0.20760809272833747,0.49362892919484525,0.8760706953317998,0.7143368202062694,0.6672171963746237,96.0,94.0,243.0,11.0,0.10666094975067646,0.07050917422585888,0.08356781591320704,0.08946393921242775,0.18959406202888163,0.3633623610366532,0.2701074117104444,0.2334497476416402,0.5625753708174065,0.19404644450432348,0.3093873484774712,0.38322568396929874,0.14949619540331927,0.2531880223399353,0.009945362441415695,0.07383833549182756,-0.09810637008643801,-0.1153409039731477
381,PO4P,0.07903271070737614,-0.4247344214977973,-0.16335601821449006,0.004181573505336997,-2.675455901660884,-0.9524839731765053,-1.9901669478652049,-2.402538404808009,96.0,94.0,243.0,11.0,0.6218237257229959,0.6092695440391205,0.6877666970202341,0.5145168114931393,0.18959406202888163,0.3633623610366532,0.2701074117104444,0.2334497476416402,3.279763717643599,1.6767546927560337,2.5462711025402043,2.203972446708122,0.2423887289218662,0.7334926151033949,0.16753759171982704,-0.3422986558320824,-0.2613784032833072,-0.8695164097841706
385,NO3N,0.2155507366563931,0.16256551137808953,0.19638383705694287,0.28618801719742804,0.7339247724134332,0.6350426177085902,0.6524762514672757,0.16071654573016625,96.0,91.0,242.0,15.0,0.15995275442838305,0.1477982374650627,0.15057586140645474,0.15092209600617656,0.31235215688937873,0.4772916233073765,0.40547553897068644,0.38696825244870015,0.5120910834146448,0.30966023757320466,0.3713562149487407,0.39001157084891375,0.019166899599450227,0.1407348684659041,0.08980418014048516,0.018655355900173032,-0.033818325678853345,-0.06169597737553606
385,PO4P,-0.9044597044304736,-0.3178745094025033,-0.5337178558834358,0.2850442545485564,2.2033924335214508,-0.2808293010270322,0.6860504435025212,-3.110054701454482,96.0,91.0,242.0,15.0,0.897722484652089,0.7132655018618049,0.8423884278226048,0.74923956599235,0.31235215688937873,0.4772916233073765,0.40547553897068644,0.38696825244870015,2.874071668312579,1.4944018856213215,2.0775320502958987,1.9361783847931444,-0.37074184854703784,0.7965396180166802,0.8187621104319922,-0.1413536655027543,0.2158433464809325,-0.5831301646745772
387,NO3N,0.17194788799285388,0.01868295558063789,0.06464846411508397,0.05776251203666103,1.1574886280286503,1.4417032188549863,1.3444724671930322,1.3723151703998748,96.0,93.0,243.0,12.0,0.15677447061023497,0.1036089234253082,0.11759704380194598,0.07257947801934805,0.46270185989378393,0.6524153041249517,0.6262149945638653,0.5328845376707083,0.3388239473388404,0.15880823575141767,0.18779020755299514,0.1362011334323946,0.1072994238777699,0.15103373978584528,-0.0068859520784229425,-0.05158907412060054,-0.04596550853444609,-0.028981971801577466
387,PO4P,-0.5155786911744694,-0.48973757341834867,-0.42714507789825795,-0.2590447279007613,-0.7124655982612276,-0.10569490231670331,-0.6136091762351781,-1.0441167790637542,96.0,93.0,243.0,12.0,0.5262465205711898,0.6110412964461761,0.5997352289931929,0.2634922502790007,0.46270185989378393,0.6524153041249517,0.6262149945638653,0.5328845376707083,1.137333921009077,0.9365833274952551,0.9577145775803172,0.4944640567556186,-0.08843361327621146,0.17961934342875974,0.16810034999749668,-0.4632505208246986,-0.06259249552009072,-0.021131250085062114
388,NO3N,0.12611750324042723,0.03162398528752511,0.061392301743550336,0.2618747537600903,0.5499853266376374,0.6759330421442182,0.6341887768600516,0.13082692834712562,98.0,92.0,240.0,14.0,0.25243287314844304,0.20705476749986265,0.21920893577880524,0.22123498338164244,0.5458112793136978,0.6184039547102373,0.686414921802929,0.6272962315637058,0.46249112599111497,0.33482122150541765,0.3193533951782892,0.3526802366246555,0.06472520149687688,0.14313773081282577,0.20048245201653994,0.03332684144636627,-0.029768316456025228,0.015467826327128453
388,PO4P,-0.5481358599638646,-0.5285486516091603,-0.5223292457036837,-0.3108673985504725,-1.583138490814864,-1.2133001195912507,-1.4110973736414127,-1.8306908490963192,98.0,92.0,240.0,14.0,0.5830611980392211,0.5931931225958662,0.6186189007896633,0.2677171156114342,0.5458112793136978,0.6184039547102373,0.686414921802929,0.6272962315637058,1.0682468833776415,0.9592324209404772,0.901231720261568,0.4267794100150685,-0.025806614260180938,0.16701516311607356,0.21146184715321115,-0.4744523102464994,-0.006219405905476649,0.05800070067890928
391,NO3N,0.45685593892508897,0.21465187672368183,0.2816151219947537,0.3067062382979668,0.9888683458157284,0.8919111250753777,0.9876275188327391,0.8134728609606148,96.0,91.0,244.0,13.0,0.20700107871374088,0.1600160744227853,0.161602805100107,0.1664615794809246,0.3967447796361991,0.4861780359110339,0.4788839552601559,0.45635883221149226,0.5217487143839764,0.32913061184044673,0.3374571299059613,0.36476028890305473,0.17524081693033527,0.18429158447801514,0.02509111630321309,0.027303158997093457,-0.06696324527107186,-0.008326518065514543
391,PO4P,-0.1455225372773518,-0.5018418253300386,-0.3682975074576664,-0.6133146064731092,-2.8083275008931534,-1.9872111558265444,-2.326640317443341,-2.015500716836341,96.0,91.0,244.0,13.0,1.08489916097049,0.7427913930316938,0.8524470926932523,1.1552160897007937,0.3967447796361991,0.4861780359110339,0.4788839552601559,0.45635883221149226,2.734501414146657,1.5278176679450362,1.780070272411103,2.5313766452216426,0.22277497018031459,0.9544311417355538,-0.24501709901544283,0.7513063728105396,-0.13354431787237225,-0.2522526044660669
392,NO3N,0.14704137615858456,-0.0006570982037544464,-0.03619563470092697,-0.009798380111322029,1.496073771064979,1.3513201604497036,1.5271613152169188,1.4520848660005112,84.0,80.0,247.0,9.0,0.1998492038655602,0.08995981698676461,0.1417454155471412,0.09399147931813,0.43628995422003536,0.5103688270025757,0.5748114137949686,0.5423441694275604,0.4580651054018303,0.17626432538034031,0.24659464329582859,0.17330596439773144,0.18323701085951152,0.21147046210600173,0.026397254589604936,-0.07328867889809715,0.03553853649717252,-0.07033031791548827
392,PO4P,-0.3693081494126446,-0.4887484246883891,-0.5776042778976749,-0.7491406138677266,-2.0994708412988348,-1.6288464542341883,-1.6759361803826076,-1.3422008700225525,84.0,80.0,247.0,9.0,0.9015164347656022,0.7268443813987918,0.7904985111897036,1.0444299594540027,0.43628995422003536,0.5103688270025757,0.5748114137949686,0.5423441694275604,2.0663240719747074,1.424155126533862,1.375231062255262,1.9257696834030495,0.20829612848503026,0.6910930097194454,-0.1715363359700517,0.5505386211477876,0.0888558532092858,0.048924064278599966
393,NO3N,0.23105071289340925,0.1514541047511481,0.18533502293587997,0.06998317275851905,1.4179514866365932,1.1820889374000316,1.2985646437429885,1.2842911845435028,84.0,74.0,209.0,17.0,0.1470066745168582,0.1422586020800865,0.12346455097659001,0.08866799877931675,0.3984597346148413,0.5557000461762156,0.47935334023019754,0.644913982160405,0.36893733982671456,0.25599890275153137,0.25756480786657127,0.1374881010988268,0.04571568995752928,0.1113725319601433,-0.11535185017736092,-0.12007670676774446,-0.03388091818473188,-0.0015659051150399006
393,PO4P,-0.15436254138770505,-0.3637489202870618,-0.3351606487886816,-0.30428844290677454,-2.8898824188155774,-2.148347559293711,-2.309620973211045,-2.3661695806315257,84.0,74.0,209.0,17.0,1.070022370052779,0.7650018360793982,0.8523220604682099,0.9222915269025591,0.3984597346148413,0.5557000461762156,0.47935334023019754,0.644913982160405,2.6853964832534025,1.376645262751718,1.778066384306206,1.430100063597573,0.18079810740097657,0.9073300989471966,0.03087220588190709,-0.347966320708633,-0.02858827149838017,-0.40142112155448784
394,NO3N,0.29277718552122506,0.2716143406223046,0.3194890063959541,0.23965902283402968,1.4215816446951381,1.0508598266944347,1.167902645341092,1.211603035263697,96.0,93.0,240.0,15.0,0.2321382244735108,0.20041332900764222,0.23256554358797743,0.1893319492622265,0.46782154529198683,0.5062133776502318,0.5690128097155839,0.6147194548778184,0.4962110591307284,0.39590682083103274,0.40871758880827885,0.3079973274960983,-0.026711820874729064,0.08749347032244953,-0.07982998356192444,-0.10072026131218054,-0.047874665773649516,-0.012810767977246118
394,PO4P,-0.46337591651538457,-0.44625299025335535,-0.47329001746475874,-0.5060840682132439,-2.7144073454258066,-1.9147563761582642,-2.1693808526456158,-2.1358118711773546,96.0,93.0,240.0,15.0,1.8515565333988435,1.155536214424906,1.5328371920813948,1.0411455229697724,0.46782154529198683,0.5062133776502318,0.5690128097155839,0.6147194548778184,3.9578265516677096,2.282705802420188,2.6938535757175135,1.6936921626739638,0.009914100949374172,1.263972975950196,-0.03279405074848518,-1.0001614130435497,0.027037027211403386,-0.41114777329732544
628,DOC,0.13151375828953354,0.058313723151985616,0.11017173103085019,0.0670642646501685,2.1945757418328995,2.3446553580411154,2.2428999297045564,2.2751094556575167,49.0,46.0,115.0,7.0,0.14263942904523844,0.07928668458579846,0.11606082340653985,0.0797008875933254,0.8118468878075533,0.5590185813882141,0.7123367542695748,0.6310116255009098,0.175697451314306,0.1418319305038222,0.1629297136654809,0.1263065280771289,0.021342027258683352,0.012767737648825106,-0.04310746638068169,-0.03662318558835201,-0.051858007878864576,-0.021097783161658695
628,NO3N,0.6750550413254073,0.47607913309734945,0.6311773032395497,0.5875023513471912,1.9165568134728161,1.6729150931660945,1.8075860443357505,1.6629753873939894,61.0,59.0,134.0,12.0,0.5267246326683103,0.3093336661831597,0.4669693082673432,0.46712816718318934,0.7582270868218736,0.556097509171075,0.7335837184383607,0.7393850374894533,0.6946792614282468,0.556257960306738,0.6365589864254604,0.6317793078005755,0.0438777380858576,0.05812027500278638,-0.04367495189235848,-0.004779678624884931,-0.15509817014220023,-0.08030102611872236
628,PO4P,-0.5534783079397562,-0.3776821922296516,-0.4939893483641493,-0.39844824011089747,-2.8601138231147134,-2.3138365661763074,-2.588000084239633,-2.3455735500241284,61.0,61.0,139.0,5.0,0.4890291911953025,0.32387552166743566,0.4230571497250339,0.3444478439539572,0.7582270868218736,0.5490174067787905,0.732820235104857,0.7219862984248313,0.6449640215902597,0.5899184937827139,0.5773000382071872,0.47708362984927055,-0.05948895957560685,0.06766398338307245,0.09554110825325185,-0.10021640835791668,0.11630715613449771,0.012618455575526655
630,DOC,0.08196856784695238,-0.003882361944282879,0.035985563703560014,-0.04519430076650304,2.554672463711517,2.7125575554938526,2.600125560685087,2.661926673041608,67.0,53.0,148.0,6.0,0.1796752903904696,0.14820710119135833,0.1326210717214144,0.0826062181149265,1.0318016847987197,0.6347771275675088,0.853516975495216,0.9940464838961856,0.17413742683073832,0.23347895624294754,0.15538187936387185,0.08310096102462908,0.04598300414339236,0.018755547466866473,-0.08117986447006306,-0.07228091833924277,-0.039867925647842896,0.07809707687907569
630,NO3N,0.7714358301760861,0.6851599531330663,0.868047269409561,0.6777506142257711,1.2974172488638855,0.9591125432028972,1.1579792071574428,0.8277422000983855,87.0,86.0,227.0,10.0,0.8616368877673355,0.5637895217950162,0.7383041122366392,0.8083496845729603,0.983357264394407,0.667161795250876,0.8609625649588768,1.0866089004276618,0.8762195785455126,0.8450566651272525,0.857533349631646,0.7439196239371998,-0.09661143923347493,0.01868622891386662,-0.1902966551837899,-0.11361372569444617,-0.18288731627649468,-0.012476684504393432
630,PO4P,-0.42735795248488484,-0.23857274641779658,-0.34958793555493545,,-3.598155395139771,-2.690099975822614,-3.062163207700776,,87.0,89.0,230.0,4.0,0.5785212468708916,0.6365726595557003,0.7370911759655515,,0.983357264394407,0.6704458031255681,0.8613240334786983,,0.5883123741676627,0.9494766863899308,0.8557652489837099,,-0.07777001692994939,-0.2674528748160472,,,0.11101518913713887,0.0937114374062209
632,NO3N,0.9987560756991646,0.484619725092945,0.8359871158257006,0.5204003576057805,4.092779058540273,2.5132615622950523,3.3147502241560427,2.7283549090279386,63.0,56.0,119.0,14.0,0.9072851316731342,0.426412049879224,0.7544152598712934,0.4436150125995426,1.140621042320178,0.7258651828197288,1.057177153973415,0.8155077857511533,0.7954308205883991,0.5874535106130375,0.7136129049287655,0.5439739759086846,0.16276895987346396,0.08181791565963359,-0.3155867582199201,-0.16963892902008093,-0.35136739073275564,-0.12615939431572798
632,PO4P,-0.47894669654754024,-0.1900656254414879,-0.37539212846913766,-0.29164422365498527,-3.8556009006653476,-2.6032347681060872,-3.226740762355229,-3.045728340611416,63.0,56.0,119.0,14.0,0.8693600067278595,0.3938489045753539,0.6476687104622622,0.7410032924651763,1.140621042320178,0.7258651828197288,1.057177153973415,0.8155077857511533,0.7621812806113618,0.5425923627379269,0.6126397151395018,0.9086403654413281,-0.10355456807840258,0.14954156547186004,0.0837479048141524,0.2960006503018263,0.18532650302764977,-0.07004735240157489
634,DOC,0.1402140864925782,0.08016198282722599,0.12765248886983244,0.09151722801905238,1.8658850149670614,2.090483070353352,1.9424434826923092,1.9723022967092056,63.0,37.0,142.0,9.0,0.09098339337623335,0.09492417713060727,0.0923616236490976,0.06544258903463808,0.4241479518842513,0.4908379489809039,0.5840382054961604,0.5063677351974195,0.21450862363485476,0.19339209066391952,0.1581431193711604,0.1292392553588031,0.012561597622745752,0.056365504263694355,-0.03613526085078006,-0.02890386401235731,-0.04749050604260645,0.03524897129275911
634,NO3N,1.2606908222251494,0.7965637578255367,0.9932427785974143,0.9659132950195249,0.3688384216148938,0.3361881541046532,0.3379092646694264,0.332952661155151,101.0,110.0,266.0,15.0,0.5160592567945358,0.4582069246928003,0.5489109218988649,0.46643329003326295,0.41431892193646996,0.5171332373402775,0.572314315161254,0.5029790438141276,1.2455604353828336,0.8860519719240106,0.9591074473547023,0.9273413987514559,0.2674480436277351,0.28645298802813124,-0.027329483577889335,-0.03176604860324639,-0.1966790207718776,-0.07305547543069169
634,PO4P,-0.9876632015711285,-0.0751567769808613,-0.3532380076498193,-0.8764898549984578,-2.222935061608923,-2.0130953013091433,-2.1673765220760814,-1.3134408282649894,101.0,111.0,274.0,6.0,0.6600735530241394,0.4582162601171466,0.6409453702919866,0.6811075842495912,0.41431892193646996,0.5143217291327777,0.5704511804618172,0.5256888072253362,1.5931532886285904,0.8909136716618347,1.12357620116256,1.2956478716839692,-0.6344251939213092,0.46957708746603033,-0.5232518473486385,0.17207167052140915,0.27808123066895796,-0.2326625295007254
637,NO3N,0.9113567840924996,0.8605660214407445,0.9693576359892823,0.8334623175412309,1.9949627717400933,1.4226882355455206,1.8223877697990616,1.694933296307953,96.0,94.0,242.0,12.0,0.7628506862646229,0.5509051954537684,0.6986909910142547,0.5907398450790857,0.7704196156574039,0.5231058949219924,0.7025549901584418,0.8105648745449521,0.9901755754410246,1.0531427781671654,0.9945000758683449,0.728800202958122,-0.05800085189678261,-0.004324500427320244,-0.13589531844805136,-0.2656998729102229,-0.10879161454853781,0.058642702298820515
637,PO4P,-0.36489706866136296,-0.17022106060731892,-0.12494430779257303,0.08109499826831294,-3.4510311508972107,-1.9507668144401977,-2.573692858066223,-2.4876483794192747,96.0,94.0,242.0,12.0,0.9168019293432491,1.3512800212385663,1.5326675577219715,1.7515637894466498,0.7704196156574039,0.5231058949219924,0.7025549901584418,0.8105648745449521,1.1900033575351483,2.583186376517654,2.181562410333632,2.1609174594815386,-0.23995276086878992,-0.9915590527984837,0.20603930606088597,-0.02064495085209339,-0.0452767528147459,0.40162396618402196
638,DOC,0.0985531146532043,0.010718145585682945,0.03239376964292286,0.02736547883787443,2.8710492330365924,2.7558863535014346,2.707931450272498,2.5536247770590825,77.0,46.0,146.0,5.0,0.20114445440102396,0.19214030908774785,0.13630477961211115,0.059323489345176734,1.0991874476744732,0.7236298500776783,1.02096376190711,1.130787384419046,0.18299376946723772,0.2655229176451503,0.13350599178711353,0.05246210752134877,0.06615934501028144,0.04948777768012419,-0.005028290805048425,-0.08104388426576475,-0.02167562405723991,0.13201692585803676
638,NO3N,0.7541020235717761,0.6305685159959576,0.7230354283416617,0.8342574722140162,3.053532187980254,2.3028618526884457,2.634101121030182,2.5194014173375834,103.0,121.0,297.0,7.0,0.9451002811319774,0.6119866531521686,0.7429090752755159,0.8349794315216742,1.0074313853597856,0.7323389196014496,0.9725656756067469,1.037714483383497,0.9381286853540425,0.835660425483356,0.7638652009922549,0.8046331094842201,0.031066595230114458,0.17426348436178762,0.11122204387235457,0.04076790849196521,-0.09246691234570403,0.0717952244911011
638,PO4P,-0.06725500042224851,-0.6934939266860235,-0.4594344979798747,,-1.0287639449967485,-1.6601392184324115,-1.660293750625323,,103.0,122.0,301.0,2.0,1.6876075079650654,1.0611208933029805,1.1192098894912732,,1.0074313853597856,0.7278295674109049,0.9743386758128179,,1.6751587576977933,1.4579249604789855,1.1486867115868105,,0.39217949755762616,0.5264720461109829,,,-0.23405942870614882,0.309238248892175
643,NO3N,1.0012833043814915,1.2205433001352342,1.1641239353884023,1.1340586028351465,0.9398490783812465,0.47017846064425683,0.7408661959704773,0.6777724531261884,106.0,100.0,265.0,19.0,0.46507619014902896,0.47767959564954443,0.5017662071530358,0.4721474599006537,0.40340244051026214,0.38015142946716163,0.42988159105957136,0.420756849424879,1.1528839279225875,1.2565508337534939,1.1672195729905144,1.1221385000529858,-0.16284063100691082,-0.014335645067926839,-0.03006533255325583,-0.04508107293752861,0.056419364746831846,0.08933126076297948
